対象県（富山/石川/福井）	アンケート回答日	居住都道府県	性別	年代	職業	世帯年収	同伴者	満足度（旅行全体）	満足度理由	おすすめ度	回答場所
富山	2025/7/3 0:00	富山県	男	70代		1: 300万円未満		5	大変満足	10	高岡市
富山	2025/7/3 0:00	富山県	女	60代		1: 300万円未満		4	ヒスイ海岸やサイクリングが楽しそうだから	9	富山市
富山	2025/7/3 0:00	富山県	女	50代		3: 600〜1000万円		4	温泉と食事	10	富山市
富山	2025/7/4 0:00	愛知県	男	50代		4: 1000〜2000万円		5	いつも海産がおいしい。	10	射水市
富山	2025/7/4 0:00	北海道	女	60代		3: 600〜1000万円		4	何を食べても美味しい バスだと時間がかかる	8	宿泊先
富山	2025/7/4 0:00	岩手県	男	40代		2: 300〜599万円		4		8	宿泊先
富山	2025/7/4 0:00	富山県	男	60代		3: 600〜1000万円		3	可もなく不可もない	7	入善町
富山	2025/7/4 0:00	石川県	男	40代		2: 300〜599万円		4	景色がキレイ	10	魚津市
富山	2025/7/4 0:00	神奈川県	男	70代		2: 300〜599万円		4	道路が気持ちよく走れた	8	宿泊先
富山	2025/7/4 0:00	富山県	女	40代		6: 無回答		3	お湯は良かったが埃が目立つ	7	氷見市
富山	2025/7/5 0:00	富山県	男	50代		4: 1000〜2000万円		3	魚は美味しい	8	宿泊先
富山	2025/7/5 0:00	富山県	女	50代		3: 600〜1000万円		4	温泉の泉質が良かった	4	宿泊先
富山	2025/7/5 0:00	富山県	女	70代		2: 300〜599万円		3	何時も来て居るから	4	氷見市
富山	2025/7/5 0:00	富山県	男	50代		3: 600〜1000万円		5		10	宿泊先
富山	2025/7/5 0:00	富山県	男	70代		4: 1000〜2000万円		4		5	宿泊先
富山	2025/7/5 0:00	新潟県	男	40代		4: 1000〜2000万円		4		2	朝日町
富山	2025/7/5 0:00	埼玉県	男	70代		2: 300〜599万円		4		8	宿泊先
富山	2025/7/5 0:00	富山県	女	30代		1: 300万円未満		3		7	朝日町
富山	2025/7/5 0:00	長野県	男	70代		2: 300〜599万円		4	五箇山村山家や能作での説明	8	高岡市
富山	2025/7/5 0:00	滋賀県	女	60代		3: 600〜1000万円		4	何処もいっぱいて夕食を予約出来なかった	10	魚津市
富山	2025/7/5 0:00	滋賀県	女	60代		2: 300〜599万円		3		8	魚津市
富山	2025/7/6 0:00	岩手県	女	60代		1: 300万円未満		4	食べ物が美味しい	6	宿泊先
富山	2025/7/6 0:00	岩手県	女	60代		2: 300〜599万円		2	アンケート長すぎ。	3	宿泊先
富山	2025/7/6 0:00	滋賀県	男	60代		3: 600〜1000万円		4	海鮮丼が美味しかった	8	魚津市
富山	2025/7/6 0:00	神奈川県	女	40代		4: 1000〜2000万円		5	宿が満足	8	高岡市
富山	2025/7/6 0:00	福井県	女	50代		1: 300万円未満		5	大橋が歩けるの無料	10	射水市
富山	2025/7/6 0:00	愛知県	女	20代		1: 300万円未満		5	音楽イベントの参加で訪れたが、食べ物も美味しく、人も優しかったから。	10	砺波市
富山	2025/7/6 0:00	群馬県	男	50代		4: 1000〜2000万円		4	いつもと違う自然と向き合う事が出来た。	8	富山市
富山	2025/7/6 0:00	愛知県	女	50代		3: 600〜1000万円		5	能作が随分昔、テレビで紹介されていたが、想像以上にすばらしかった。手軽に体験できるものもあって、嬉しかった。	9	氷見市
富山	2025/7/7 0:00	新潟県	女	60代		1: 300万円未満		4	トロッコ列車、ゆっくりできてよかった	7	宿泊先
富山	2025/7/7 0:00	富山県	女	70代		2: 300〜599万円		5	天気に恵まれ自然豊かに感動	10	南砺市
富山	2025/7/7 0:00	山梨県	男	10歳未満		2: 300〜599万円		4	どこでなにを食べても美味しかった	8	富山市
富山	2025/7/7 0:00	山梨県	男	70代		1: 300万円未満		4	食べたものが、値段が手ごろでそれなりにどれも美味しかった。	8	宿泊先
富山	2025/7/7 0:00	北海道	女	50代		3: 600〜1000万円		5	能作が良かった	5	氷見市
富山	2025/7/7 0:00	北海道	男	50代		3: 600〜1000万円		4	食べ物がすべて美味	7	氷見市
富山	2025/7/7 0:00	富山県	女	60代		3: 600〜1000万円		3		5	宿泊先
富山	2025/7/7 0:00	大阪府	女	50代		3: 600〜1000万円		5	宿泊先のスタッフの方が良くゆっくり楽しめた	8	宿泊先
富山	2025/7/7 0:00	富山県	女	70代		2: 300〜599万円		4		7	宿泊先
富山	2025/7/7 0:00	北海道	男	70代		3: 600〜1000万円		4	良い温泉とよい食事	8	宿泊先
富山	2025/7/7 0:00	富山県	女	60代		2: 300〜599万円		5	ゆっくり出来ました	10	氷見市
富山	2025/7/7 0:00	愛知県	女	70代		2: 300〜599万円		5	以前から訪れてみたかった瑞龍寺、勝興寺が思った以上に素晴らしかった。氷見番屋街は景色が素晴らしく飲食店も多くまた行きたいと思える場所でした。	10	高岡市
富山	2025/7/7 0:00	岐阜県	女	50代		3: 600〜1000万円		5		8	宿泊先
富山	2025/7/7 0:00	兵庫県	女	50代		2: 300〜599万円		5	ダムに初めて来て楽しかった	10	宿泊先
富山	2025/7/7 0:00	神奈川県	男	60代		3: 600〜1000万円		5	温泉が良かった	10	宿泊先
富山	2025/7/8 0:00	兵庫県	男	70代		2: 300〜599万円		4		5	宿泊先
富山	2025/7/8 0:00	兵庫県	女	50代		2: 300〜599万円		4	食べ物が美味しかった	7	宿泊先
富山	2025/7/8 0:00	石川県	女	50代		6: 無回答		4		7	宿泊先
富山	2025/7/8 0:00	三重県	男	60代		2: 300〜599万円		4		5	富山市
富山	2025/7/8 0:00	東京都	女	70代		1: 300万円未満		4	初めての所にも行けたから	8	宿泊先
富山	2025/7/8 0:00	愛知県	男	20代		6: 無回答		5	めっちゃ良かった	10	立山町
富山	2025/7/8 0:00	愛知県	男	20代		1: 300万円未満		5	美味しかった	10	宿泊先
富山	2025/7/8 0:00	神奈川県	女	60代		2: 300〜599万円		5	自然を満喫	10	宿泊先
富山	2025/7/8 0:00	岐阜県	女	50代		4: 1000〜2000万円		4	のんびりゆったり温泉、旅館の食事	7	氷見市
富山	2025/7/9 0:00	千葉県	女	60代		2: 300〜599万円		4	美味しかったし♨️も良かった。景色もgoo	8	宿泊先
富山	2025/7/9 0:00	富山県	女	70代		1: 300万円未満		4	鮮度と価格、	10	黒部市
富山	2025/7/9 0:00	神奈川県	男	60代		4: 1000〜2000万円		5	目的である自然を楽しめた	10	立山町
富山	2025/7/9 0:00	神奈川県	女	60代		2: 300〜599万円		4	ハイキングが気持ち良かった	8	立山町
富山	2025/7/9 0:00	石川県	女	50代		2: 300〜599万円		2	特別な旅行ではなく日常で食事、買い物、温泉を利用しています。 温泉は日帰りですが毎回楽しみです！ 湯めぐりパスポートという本を利用させてもらっているので、使える施設増えるといいなぁーと思っています♡̴⟡.˚	10	氷見市
富山	2025/7/9 0:00	富山県	女	60代		1: 300万円未満		3	どこも良く似た感じだから	5	氷見市
富山	2025/7/9 0:00	富山県	女	60代		1: 300万円未満		3	どこも変わらない	5	氷見市
富山	2025/7/9 0:00	富山県	女	50代		6: 無回答		4	いつも通りでした	7	富山市
富山	2025/7/10 0:00	富山県	女	70代		1: 300万円未満		5	美味しかつたです	2	氷見市
富山	2025/7/10 0:00	千葉県	男	50代		3: 600〜1000万円		4	ホテルの朝食が種類が豊富で美味しい	8	宿泊先
富山	2025/7/10 0:00	富山県	女	70代		1: 300万円未満		3		8	宿泊先
富山	2025/7/10 0:00	神奈川県	女	50代		3: 600〜1000万円		3		6	宿泊先
富山	2025/7/10 0:00	岐阜県	女	50代		2: 300〜599万円		4	何を食べても美味しかった。	7	富山市
富山	2025/7/10 0:00	兵庫県	女	30代		2: 300〜599万円		5	各施設のガイドの方が丁寧に説明してくれたり、温かく迎えてくれたから	7	富山市
富山	2025/7/11 0:00	神奈川県	無回答	50代		3: 600〜1000万円		4		9	氷見市
富山	2025/7/11 0:00	富山県	女	60代		6: 無回答		4		7	上市町
富山	2025/7/11 0:00	宮崎県	男	50代		3: 600〜1000万円		5	天候が良かった!	10	宿泊先
富山	2025/7/11 0:00	宮崎県	男	50代		3: 600〜1000万円		5	立山アルペンルートの景色や宿の対応	4	宿泊先
富山	2025/7/11 0:00	山梨県	女	60代		2: 300〜599万円		4	ご飯が美味しかった。	8	立山町
富山	2025/7/11 0:00	埼玉県	女	60代		1: 300万円未満		4	一度来て見たかった黒部ダムに、これたから	8	宿泊先
富山	2025/7/11 0:00	埼玉県	男	60代		1: 300万円未満		4	ツワー旅行者なので地の名物はほとんど食べていませんが仕事仲間が富山県出身者なので富山の海鮮は特別なので是非寿司を食べて欲しいと話がありツワーに参加しましたが残念ながらその機会は無かったので次回冬にまた夫婦で来てみたいです。	7	宿泊先
富山	2025/7/12 0:00	大阪府	男	80歳以上		1: 300万円未満		5	気遣い	10	氷見市
富山	2025/7/12 0:00	福井県	女	60代		3: 600〜1000万円		4	温泉があれば満足だか、もう少し、身体の不自由な人が利用しやすいとなお良い	5	氷見市
富山	2025/7/12 0:00	富山県	女	60代		2: 300〜599万円		4	温泉がトロトロで気持ち良い	10	富山市
富山	2025/7/12 0:00	滋賀県	女	60代		4: 1000〜2000万円		5	料理は美味しかったし、町がゆったりしていた。温泉も良かった。	6	富山市
富山	2025/7/12 0:00	千葉県	男	50代		3: 600〜1000万円		4	天気が良かった	9	立山町
富山	2025/7/12 0:00	富山県	男	60代		2: 300〜599万円		4		8	南砺市
富山	2025/7/12 0:00	富山県	女	20代		6: 無回答		3		7	宿泊先
富山	2025/7/12 0:00	静岡県	男	40代		3: 600〜1000万円		5	魚介類の豊富さ、美味しさは日本一と思う	10	宿泊先
富山	2025/7/12 0:00	富山県	男	70代		3: 600〜1000万円		4	家族旅行です。	6	宿泊先
富山	2025/7/12 0:00	滋賀県	女	30代		3: 600〜1000万円		5		10	氷見市
富山	2025/7/12 0:00	三重県	男	50代		5: 2000万円以上		4	食べ物が美味しい	7	宿泊先
富山	2025/7/12 0:00	東京都	女	50代		4: 1000〜2000万円		5	美味しいお寿司を堪能できた	10	富山市
富山	2025/7/12 0:00	富山県	女	60代		3: 600〜1000万円		4	お肉も美味しかった	10	小矢部市
富山	2025/7/12 0:00	富山県	男	60代		3: 600〜1000万円		4	空いている	10	小矢部市
富山	2025/7/12 0:00	東京都	女	60代		3: 600〜1000万円		5	魚と日本酒がとても美味しかった	10	宿泊先
富山	2025/7/12 0:00	福井県	女	40代		6: 無回答		4	ふるさとギャラリーが本当によかった！	9	高岡市
富山	2025/7/13 0:00	茨城県	男	30代		1: 300万円未満		4	五箇山世界遺産、瑞龍寺、瑞泉寺の石垣が城の役割、参道。小牧の遊覧船。	8	宿泊先
富山	2025/7/13 0:00	長野県	女	50代		1: 300万円未満		5		10	宿泊先
富山	2025/7/13 0:00	石川県	女	40代		4: 1000〜2000万円		4	概ね予定通り	8	宿泊先
富山	2025/7/13 0:00	富山県	女	50代		6: 無回答		4	自然豊か	7	立山町
富山	2025/7/13 0:00	東京都	女	50代		3: 600〜1000万円		4	とにかく魚が美味しかった	8	氷見市
富山	2025/7/13 0:00	神奈川県	男	30代		4: 1000〜2000万円		5	海鮮が美味しかった。	10	高岡市
富山	2025/7/13 0:00	東京都	女	50代		6: 無回答		5	久しぶりの富山ですが、前回よりも街の様子がわかって楽に動けました。	9	魚津市
富山	2025/7/13 0:00	大阪府	男	70代		2: 300〜599万円		5	妻の誕生日旅行で満足してくれていて良かった	10	宿泊先
富山	2025/7/13 0:00	大阪府	女	70代		1: 300万円未満		4	美味しかった	10	宿泊先
富山	2025/7/13 0:00	岐阜県	女	70代		2: 300〜599万円		4	黒部川電気記念館で理解できた　 サウナに何度も入れた	10	宿泊先
富山	2025/7/13 0:00	富山県	女	40代		6: 無回答		5	安くて美味しい	10	高岡市
富山	2025/7/13 0:00	東京都	女	50代		3: 600〜1000万円		5	宿と宿のお米が素晴らしかった。お寿司が美味しかった。	10	宿泊先
富山	2025/7/13 0:00	石川県	女	30代		1: 300万円未満		4		8	魚津市
富山	2025/7/14 0:00	愛知県	男	60代		2: 300〜599万円		5	価格が手ごろ	6	宿泊先
富山	2025/7/14 0:00	奈良県	男	60代		6: 無回答		3	ホテルのみの滞在だった	8	富山市
富山	2025/7/14 0:00	富山県	女	60代		1: 300万円未満		4	天気が良く眺めが素晴らしい。静かで落ち着く。	7	宿泊先
富山	2025/7/14 0:00	富山県	男	60代		1: 300万円未満		4		5	宿泊先
富山	2025/7/14 0:00	富山県	女	50代		5: 2000万円以上		5		10	宿泊先
富山	2025/7/14 0:00	東京都	女	50代		4: 1000〜2000万円		5	宿泊施設では夕食を予約しないと利用することができませんでしたが、紹介していただいたお寿司屋さんで富山寿司をいただき、とても美味しかったです。また、クロスベイでべいぐるんを借りて、海風を感じながら移動の時間もとても楽しく過ごせました。あの速度で走っても怖い思いなどすることなく、現地の方々の理解があってこそだと思いました。	10	宿泊先
富山	2025/7/14 0:00	富山県	女	70代		2: 300〜599万円		4	美味しい料理が食べられた。	10	南砺市
富山	2025/7/14 0:00	埼玉県	男	70代		2: 300〜599万円		4	先月の花菖蒲園祭りは良かったです。	8	富山市
富山	2025/7/14 0:00	岐阜県	女	40代		3: 600〜1000万円		4	海を観にきてきれいだったから	9	高岡市
富山	2025/7/14 0:00	富山県	男	60代		2: 300〜599万円		4	宿泊施設、観光地共、期待どおりの内容でした。	10	射水市
富山	2025/7/14 0:00	富山県	女	70代		1: 300万円未満		4	温泉が良い	7	氷見市
富山	2025/7/14 0:00	富山県	男	80歳以上		1: 300万円未満		3		8	氷見市
富山	2025/7/14 0:00	富山県	男	80歳以上		1: 300万円未満		3		8	宿泊先
富山	2025/7/14 0:00	長野県	女	60代		2: 300〜599万円		5	美味しいお料理、にお酒🍶最高です。	10	宿泊先
富山	2025/7/14 0:00	東京都	男	60代		3: 600〜1000万円		4	天気が良く、旅行を堪能できた	7	黒部市
富山	2025/7/14 0:00	東京都	女	50代		4: 1000〜2000万円		4		8	宿泊先
富山	2025/7/15 0:00	広島県	男	70代		2: 300〜599万円		4	海の幸に大満足	10	朝日町
富山	2025/7/15 0:00	埼玉県	男	40代		4: 1000〜2000万円		5	立山	10	立山町
富山	2025/7/15 0:00	富山県	女	50代		6: 無回答		3		5	宿泊先
富山	2025/7/16 0:00	大阪府	男	50代		3: 600〜1000万円		5	人の暖かさ	10	宿泊先
富山	2025/7/16 0:00	富山県	女	70代		1: 300万円未満		4	楽しいから	10	宿泊先
富山	2025/7/16 0:00	富山県	女	20代		2: 300〜599万円		5		10	宿泊先
富山	2025/7/16 0:00	富山県	男	70代		1: 300万円未満		3		6	宿泊先
富山	2025/7/16 0:00	富山県	男	70代		2: 300〜599万円		3	普通だから	8	宿泊先
富山	2025/7/16 0:00	富山県	女	50代		5: 2000万円以上		3		6	宿泊先
富山	2025/7/16 0:00	大阪府	男	50代		4: 1000〜2000万円		5	空気が新鮮で、食べ物が安くて美味しい。	8	高岡市
富山	2025/7/16 0:00	愛知県	女	60代		1: 300万円未満		3	お風呂のスベスベに満足でした。	7	氷見市
富山	2025/7/17 0:00	愛知県	男	60代		1: 300万円未満		4	予定通りの計画が、出来たこと	8	宿泊先
富山	2025/7/17 0:00	富山県	男	60代		5: 2000万円以上		4	晴天でなかったが残念	10	宿泊先
富山	2025/7/17 0:00	富山県	男	40代		6: 無回答		4	食べ物が美味しい	6	射水市
